2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,OVERHEAD,Expense:OVERHEAD,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,0
2010,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,PROPERTY TAXES,Revenue:PROPERTY TAXES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,OVERHEAD,Expense:OVERHEAD,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,TAXI COMMISSION,Public Works:TAXI COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,INTERGOVERNMENTAL REVENUES-OTHER,Revenue:INTERGOVERNMENTAL REVENUES-OTHER,0
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,DEBT SERVICE,Expense:DEBT SERVICE,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,0
2010,General Funds,General,General Funds:General,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,0
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL TRANSPORTATION AGENCY,Public Works:MTA-MUNICIPAL TRANSPORTATION AGENCY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,NON-ISF CHRGS FOR SVCS TO OTH CITY AGENC,Revenue:NON-ISF CHRGS FOR SVCS TO OTH CITY AGENC,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DEPARTMENT OF EMERGENCY MANAGEMENT,Public Protection:DEPARTMENT OF EMERGENCY MANAGEMENT,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,0
2010,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,OVERHEAD,Expense:OVERHEAD,0
2010,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,TAXI COMMISSION,Public Works:TAXI COMMISSION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2010,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,TAXI COMMISSION,Public Works:TAXI COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2010,General Funds,General,General Funds:General,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2010,General Funds,General,General Funds:General,Administration and Finance,CITY ATTORNEY,Administration and Finance:CITY ATTORNEY,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,TAXI COMMISSION,Public Works:TAXI COMMISSION,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2010,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2010,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,0
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,0
2010,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2010,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL TRANSPORTATION AGENCY,Public Works:MTA-MUNICIPAL TRANSPORTATION AGENCY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,0
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Revenue,PROPERTY TAXES,Revenue:PROPERTY TAXES,42680000
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,1496289
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,4796263
2011,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,742500
2011,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,6091332
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,10464185
2011,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,2447654
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,10013328
2011,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,12257539
2011,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Expense,DEBT SERVICE,Expense:DEBT SERVICE,159556311
2011,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,350000
2011,General Funds,General,General Funds:General,Other,GENERAL FUND UNALLOCATED,Other:GENERAL FUND UNALLOCATED,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,1000000
2011,General Funds,General,General Funds:General,Culture and Recreation,ACADEMY OF SCIENCES,Culture and Recreation:ACADEMY OF SCIENCES,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,1208000
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,2231064
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,3780000
2011,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,89382500
2011,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,RETIREMENT SYSTEM,Administration and Finance:RETIREMENT SYSTEM,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,75515
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1261886
2011,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,84843
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,445799
2011,General Funds,General,General Funds:General,Public Works,BOARD OF APPEALS,Public Works:BOARD OF APPEALS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,210467
2011,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,588500
2011,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,142582
2011,General Funds,General,General Funds:General,Administration and Finance,CIVIL SERVICE COMMISSION,Administration and Finance:CIVIL SERVICE COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,3395
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,112000
2011,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,33250000
2011,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,194000
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,22857
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,23313628
2011,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,25801343
2011,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,0
